4 4 -0.000088 0.000090
4 12 0.000494 -0.000802
4 20 0.001050 -0.003941
4 28 0.001314 -0.008609
4 36 0.001315 -0.013747
4 44 0.001137 -0.018511
4 52 0.000863 -0.022381
4 60 0.000557 -0.025114
4 68 0.000257 -0.026662
4 76 -0.000012 -0.027104
4 84 -0.000235 -0.026590
4 92 -0.000408 -0.025308
4 100 -0.000530 -0.023458
4 108 -0.000604 -0.021232
4 116 -0.000636 -0.018804
4 124 -0.000633 -0.016322
4 132 -0.000605 -0.013903
4 140 -0.000558 -0.011632
4 148 -0.000500 -0.009567
4 156 -0.000437 -0.007739
4 164 -0.000373 -0.006160
4 172 -0.000312 -0.004823
4 180 -0.000257 -0.003713
4 188 -0.000208 -0.002806
4 196 -0.000167 -0.002076
4 204 -0.000132 -0.001494
4 212 -0.000104 -0.001033
4 220 -0.000082 -0.000672
4 228 -0.000062 -0.000392
4 236 -0.000044 -0.000185
4 244 -0.000023 -0.000053
4 252 -0.000001 -0.000001
12 4 0.000808 -0.000500
12 12 0.004999 -0.005118
12 20 0.008762 -0.014477
12 28 0.010562 -0.026844
12 36 0.010446 -0.039933
12 44 0.008977 -0.051842
12 52 0.006765 -0.061361
12 60 0.004289 -0.067924
12 68 0.001875 -0.071448
12 76 -0.000279 -0.072160
12 84 -0.002065 -0.070467
12 92 -0.003438 -0.066859
12 100 -0.004400 -0.061848
12 108 -0.004979 -0.055923
12 116 -0.005224 -0.049520
12 124 -0.005197 -0.043005
12 132 -0.004962 -0.036669
12 140 -0.004580 -0.030725
12 148 -0.004108 -0.025317
12 156 -0.003594 -0.020523
12 164 -0.003075 -0.016372
12 172 -0.002579 -0.012851
12 180 -0.002125 -0.009921
12 188 -0.001724 -0.007523
12 196 -0.001381 -0.005588
12 204 -0.001096 -0.004045
12 212 -0.000862 -0.002827
12 220 -0.000672 -0.001875
12 228 -0.000511 -0.001140
12 236 -0.000363 -0.000594
12 244 -0.000211 -0.000225
12 252 -0.000058 -0.000033
20 4 0.004281 -0.001233
20 12 0.015058 -0.010399
20 20 0.023480 -0.026341
20 28 0.027106 -0.045695
20 36 0.026210 -0.065124
20 44 0.022149 -0.082110
20 52 0.016384 -0.095173
20 60 0.010076 -0.103732
20 68 0.004007 -0.107842
20 76 -0.001351 -0.107945
20 84 -0.005752 -0.104696
20 92 -0.009108 -0.098830
20 100 -0.011432 -0.091086
20 108 -0.012808 -0.082150
20 116 -0.013364 -0.072628
20 124 -0.013253 -0.063021
20 132 -0.012632 -0.053726
20 140 -0.011654 -0.045031
20 148 -0.010455 -0.037129
20 156 -0.009152 -0.030126
20 164 -0.007838 -0.024058
20 172 -0.006581 -0.018908
20 180 -0.005428 -0.014617
20 188 -0.004408 -0.011101
20 196 -0.003532 -0.008264
20 204 -0.002801 -0.006003
20 212 -0.002201 -0.004220
20 220 -0.001712 -0.002827
20 228 -0.001304 -0.001754
20 236 -0.000938 -0.000949
20 244 -0.000577 -0.000385
20 252 -0.000209 -0.000063
28 4 0.010567 -0.001989
28 12 0.031311 -0.016139
28 20 0.045359 -0.039261
28 28 0.050223 -0.065645
28 36 0.047150 -0.090645
28 44 0.038837 -0.111318
28 52 0.027921 -0.126287
28 60 0.016392 -0.135284
28 68 0.005544 -0.138711
28 76 -0.003880 -0.137329
28 84 -0.011520 -0.132050
28 92 -0.017269 -0.123816
28 100 -0.021192 -0.113526
28 108 -0.023456 -0.101992
28 116 -0.024300 -0.089914
28 124 -0.023991 -0.077863
28 132 -0.022807 -0.066288
28 140 -0.021011 -0.055511
28 148 -0.018838 -0.045745
28 156 -0.016490 -0.037104
28 164 -0.014126 -0.029625
28 172 -0.011866 -0.023278
28 180 -0.009792 -0.017993
28 188 -0.007953 -0.013664
28 196 -0.006373 -0.010173
28 204 -0.005049 -0.007396
28 212 -0.003964 -0.005210
28 220 -0.003080 -0.003506
28 228 -0.002349 -0.002193
28 236 -0.001707 -0.001203
28 244 -0.001087 -0.000497
28 252 -0.000434 -0.000082
36 4 0.019991 -0.002889
36 12 0.054676 -0.023052
36 20 0.075071 -0.054585
36 28 0.079726 -0.088463
36 36 0.072239 -0.118457
36 44 0.057536 -0.141506
36 52 0.039783 -0.156792
36 60 0.021839 -0.164718
36 68 0.005425 -0.166241
36 76 -0.008546 -0.162508
36 84 -0.019686 -0.154689
36 92 -0.027938 -0.143884
36 100 -0.033457 -0.131094
36 108 -0.036532 -0.117190
36 116 -0.037532 -0.102906
36 124 -0.036858 -0.088838
36 132 -0.034919 -0.075442
36 140 -0.032100 -0.063046
36 148 -0.028744 -0.051860
36 156 -0.025144 -0.041994
36 164 -0.021532 -0.033472
36 172 -0.018084 -0.026256
36 180 -0.014920 -0.020255
36 188 -0.012115 -0.015352
36 196 -0.009701 -0.011406
36 204 -0.007677 -0.008276
36 212 -0.006017 -0.005822
36 220 -0.004670 -0.003917
36 228 -0.003564 -0.002453
36 236 -0.002607 -0.001349
36 244 -0.001692 -0.000560
36 252 -0.000704 -0.000093
44 4 0.033526 -0.004167
44 12 0.087138 -0.032720
44 20 0.113920 -0.075062
44 28 0.115506 -0.117127
44 36 0.100260 -0.151138
44 44 0.076546 -0.174750
44 52 0.050279 -0.188424
44 60 0.025000 -0.193620
44 68 0.002604 -0.191983
44 76 -0.016027 -0.185049
44 84 -0.030607 -0.174185
44 92 -0.041211 -0.160580
44 100 -0.048133 -0.145263
44 108 -0.051807 -0.129105
44 116 -0.052745 -0.112827
44 124 -0.051491 -0.097007
44 132 -0.048588 -0.082086
44 140 -0.044546 -0.068374
44 148 -0.039816 -0.056065
44 156 -0.034785 -0.045254
44 164 -0.029761 -0.035949
44 172 -0.024975 -0.028095
44 180 -0.020590 -0.021586
44 188 -0.016701 -0.016287
44 196 -0.013354 -0.012043
44 204 -0.010549 -0.008694
44 212 -0.008249 -0.006085
44 220 -0.006388 -0.004076
44 228 -0.004871 -0.002543
44 236 -0.003573 -0.001394
44 244 -0.002341 -0.000577
44 252 -0.000994 -0.000095
52 4 0.053455 -0.006322
52 12 0.132773 -0.048442
52 20 0.163868 -0.105727
52 28 0.156819 -0.156109
52 36 0.129062 -0.191728
52 44 0.093484 -0.212905
52 52 0.057370 -0.222373
52 60 0.024347 -0.222923
52 68 -0.003959 -0.216837
52 76 -0.026960 -0.205908
52 84 -0.044617 -0.191561
52 92 -0.057205 -0.174962
52 100 -0.065187 -0.157083
52 108 -0.069149 -0.138737
52 116 -0.069747 -0.120591
52 124 -0.067665 -0.103182
52 132 -0.063575 -0.086914
52 140 -0.058107 -0.072070
52 148 -0.051821 -0.058822
52 156 -0.045194 -0.047243
52 164 -0.038610 -0.037324
52 172 -0.032356 -0.028990
52 180 -0.026633 -0.022121
52 188 -0.021564 -0.016561
52 196 -0.017203 -0.012140
52 204 -0.013551 -0.008682
52 212 -0.010561 -0.006018
52 220 -0.008150 -0.003992
52 228 -0.006197 -0.002468
52 236 -0.004543 -0.001342
52 244 -0.002988 -0.000551
52 252 -0.001281 -0.000091
60 4 0.085319 -0.010743
60 12 0.199670 -0.078538
60 20 0.226425 -0.156272
60 28 0.200517 -0.211644
60 36 0.154490 -0.243106
60 44 0.104863 -0.256970
60 52 0.058585 -0.258888
60 60 0.018285 -0.252721
60 68 -0.015216 -0.241001
60 76 -0.041864 -0.225454
60 84 -0.061956 -0.207342
60 92 -0.075987 -0.187663
60 100 -0.084584 -0.167242
60 108 -0.088468 -0.146778
60 116 -0.088421 -0.126858
60 124 -0.085249 -0.107957
60 132 -0.079743 -0.090440
60 140 -0.072645 -0.074562
60 148 -0.064621 -0.060472
60 156 -0.056236 -0.048223
60 164 -0.047948 -0.037788
60 172 -0.040100 -0.029076
60 180 -0.032932 -0.021946
60 188 -0.026592 -0.016225
60 196 -0.021143 -0.011726
60 204 -0.016586 -0.008254
60 212 -0.012863 -0.005625
60 220 -0.009873 -0.003665
60 228 -0.007468 -0.002228
60 236 -0.005456 -0.001193
60 244 -0.003587 -0.000484
60 252 -0.001543 -0.000079
68 4 0.146562 -0.023825
68 12 0.301656 -0.149155
68 20 0.296593 -0.244416
68 28 0.237394 -0.290112
68 36 0.169329 -0.306135
68 44 0.106096 -0.305994
68 52 0.051272 -0.296766
68 60 0.005393 -0.282094
68 68 -0.031858 -0.263948
68 76 -0.061017 -0.243518
68 84 -0.082682 -0.221636
68 92 -0.097512 -0.198980
68 100 -0.106239 -0.176149
68 108 -0.109672 -0.153689
68 116 -0.108681 -0.132087
68 124 -0.104167 -0.111762
68 132 -0.097024 -0.093042
68 140 -0.088098 -0.076163
68 148 -0.078154 -0.061260
68 156 -0.067844 -0.048376
68 164 -0.057701 -0.037469
68 172 -0.048127 -0.028432
68 180 -0.039402 -0.021106
68 188 -0.031696 -0.015299
68 196 -0.025084 -0.010802
68 204 -0.019564 -0.007402
68 212 -0.015069 -0.004893
68 220 -0.011475 -0.003086
68 228 -0.008611 -0.001815
68 236 -0.006248 -0.000943
68 244 -0.004091 -0.000373
68 252 -0.001759 -0.000060
76 4 0.332587 -0.135125
76 12 0.427862 -0.338716
76 20 0.344789 -0.387920
76 28 0.249020 -0.390330
76 36 0.164071 -0.376211
76 44 0.092590 -0.355844
76 52 0.033373 -0.333015
76 60 -0.015108 -0.309084
76 68 -0.054041 -0.284515
76 76 -0.084295 -0.259509
76 84 -0.106574 -0.234245
76 92 -0.121554 -0.208975
76 100 -0.129965 -0.184023
76 108 -0.132627 -0.159771
76 116 -0.130443 -0.136612
76 124 -0.124377 -0.114919
76 132 -0.115404 -0.095007
76 140 -0.104464 -0.077110
76 148 -0.092416 -0.061370
76 156 -0.080006 -0.047830
76 164 -0.067844 -0.036447
76 172 -0.056395 -0.027100
76 180 -0.045984 -0.019614
76 188 -0.036806 -0.013775
76 196 -0.028947 -0.009350
76 204 -0.022402 -0.006102
76 212 -0.017091 -0.003800
76 220 -0.012872 -0.002234
76 228 -0.009545 -0.001215
76 236 -0.006850 -0.000583
76 244 -0.004448 -0.000216
76 252 -0.001905 -0.000033
