2 2 0.007068 -0.007152
2 6 0.006659 -0.021034
2 10 0.005900 -0.033716
2 14 0.004897 -0.044591
2 18 0.003767 -0.053289
2 22 0.002622 -0.059674
2 26 0.001546 -0.063810
2 30 0.000594 -0.065903
2 34 -0.000206 -0.066237
2 38 -0.000846 -0.065130
2 42 -0.001335 -0.062897
2 46 -0.001688 -0.059829
2 50 -0.001923 -0.056179
2 54 -0.002061 -0.052163
2 58 -0.002120 -0.047955
2 62 -0.002119 -0.043695
2 66 -0.002071 -0.039488
2 70 -0.001990 -0.035414
2 74 -0.001885 -0.031529
2 78 -0.001766 -0.027870
2 82 -0.001639 -0.024460
2 86 -0.001510 -0.021306
2 90 -0.001384 -0.018409
2 94 -0.001263 -0.015761
2 98 -0.001150 -0.013347
2 102 -0.001048 -0.011148
2 106 -0.000958 -0.009141
2 110 -0.000881 -0.007303
2 114 -0.000817 -0.005606
2 118 -0.000768 -0.004021
2 122 -0.000734 -0.002519
2 126 -0.000715 -0.001070
6 2 0.021676 -0.007636
6 6 0.020382 -0.022416
6 10 0.017997 -0.035812
6 14 0.014860 -0.047154
6 18 0.011356 -0.056068
6 22 0.007831 -0.062461
6 26 0.004543 -0.066457
6 30 0.001656 -0.068319
6 34 -0.000754 -0.068383
6 38 -0.002673 -0.067001
6 42 -0.004129 -0.064508
6 46 -0.005172 -0.061206
6 50 -0.005863 -0.057352
6 54 -0.006262 -0.053162
6 58 -0.006428 -0.048808
6 62 -0.006413 -0.044424
6 66 -0.006260 -0.040114
6 70 -0.006009 -0.035953
6 74 -0.005689 -0.031994
6 78 -0.005327 -0.028272
6 82 -0.004942 -0.024807
6 86 -0.004553 -0.021606
6 90 -0.004170 -0.018667
6 94 -0.003806 -0.015981
6 98 -0.003466 -0.013534
6 102 -0.003159 -0.011304
6 106 -0.002887 -0.009271
6 110 -0.002654 -0.007407
6 114 -0.002463 -0.005685
6 118 -0.002316 -0.004078
6 122 -0.002213 -0.002555
6 126 -0.002156 -0.001085
10 2 0.037764 -0.008676
10 6 0.035370 -0.025375
10 10 0.030997 -0.040260
10 14 0.025322 -0.052536
10 18 0.019081 -0.061839
10 22 0.012902 -0.068185
10 26 0.007229 -0.071837
10 30 0.002318 -0.073190
10 34 -0.001728 -0.072680
10 38 -0.004911 -0.070726
10 42 -0.007297 -0.067702
10 46 -0.008985 -0.063929
10 50 -0.010085 -0.059668
10 54 -0.010702 -0.055133
10 58 -0.010936 -0.050489
10 62 -0.010875 -0.045863
10 66 -0.010591 -0.041349
10 70 -0.010147 -0.037017
10 74 -0.009594 -0.032913
10 78 -0.008975 -0.029067
10 82 -0.008322 -0.025495
10 86 -0.007662 -0.022200
10 90 -0.007016 -0.019178
10 94 -0.006401 -0.016419
10 98 -0.005830 -0.013905
10 102 -0.005312 -0.011615
10 106 -0.004855 -0.009527
10 110 -0.004465 -0.007612
10 114 -0.004144 -0.005844
10 118 -0.003896 -0.004192
10 122 -0.003724 -0.002626
10 126 -0.003628 -0.001116
14 2 0.056571 -0.010444
14 6 0.052632 -0.030361
14 10 0.045548 -0.047642
14 14 0.036561 -0.061295
14 18 0.026926 -0.071043
14 22 0.017630 -0.077137
14 26 0.009300 -0.080109
14 30 0.002244 -0.080573
14 34 -0.003454 -0.079119
14 38 -0.007857 -0.076259
14 42 -0.011100 -0.072417
14 46 -0.013348 -0.067931
14 50 -0.014773 -0.063064
14 54 -0.015533 -0.058020
14 58 -0.015772 -0.052951
14 62 -0.015609 -0.047971
14 66 -0.015150 -0.043162
14 70 -0.014479 -0.038581
14 74 -0.013665 -0.034266
14 78 -0.012765 -0.030239
14 82 -0.011825 -0.026510
14 86 -0.010880 -0.023077
14 90 -0.009959 -0.019934
14 94 -0.009084 -0.017066
14 98 -0.008272 -0.014454
14 102 -0.007537 -0.012076
14 106 -0.006889 -0.009906
14 110 -0.006335 -0.007916
14 114 -0.005881 -0.006078
14 118 -0.005531 -0.004361
14 122 -0.005286 -0.002732
14 126 -0.005150 -0.001161
18 2 0.079807 -0.013283
18 6 0.073463 -0.038248
18 10 0.062341 -0.059023
18 14 0.048720 -0.074387
18 18 0.034672 -0.084374
18 22 0.021613 -0.089739
18 26 0.010298 -0.091470
18 30 0.000997 -0.090512
18 34 -0.006320 -0.087652
18 38 -0.011838 -0.083507
18 42 -0.015804 -0.078543
18 46 -0.018477 -0.073103
18 50 -0.020103 -0.067440
18 54 -0.020899 -0.061735
18 58 -0.021050 -0.056121
18 62 -0.020713 -0.050689
18 66 -0.020018 -0.045503
18 70 -0.019071 -0.040606
18 74 -0.017958 -0.036022
