1 1 0 1 255
1 2 0 1 255
1 3 0 2 255
1 4 0 2 255
1 5 0 2 255
1 6 0 3 255
1 7 0 3 255
1 8 0 3 255
1 9 0 4 255
1 10 0 4 255
1 11 0 4 255
1 12 0 4 255
1 13 0 4 255
1 14 0 4 255
1 15 0 4 255
1 16 0 4 255
1 17 0 4 255
1 18 0 4 255
1 19 0 4 255
1 20 0 4 255
1 21 0 4 255
1 22 0 3 255
1 23 0 3 255
1 24 0 3 255
1 25 0 3 255
1 26 0 3 255
1 27 0 2 255
1 28 0 2 255
1 29 0 2 255
1 30 0 2 255
1 31 0 2 255
1 32 0 1 255
1 33 0 1 255
1 34 0 1 255
1 35 0 1 255
1 36 0 1 255
1 37 0 1 255
1 38 0 0 255
1 39 0 0 255
1 40 0 0 255
1 41 0 0 255
1 42 0 0 255
1 43 0 0 255
1 44 0 0 255
1 45 0 0 255
1 46 0 0 255
1 47 0 0 255
1 48 0 0 255
1 49 0 0 255
1 50 0 0 255
1 51 0 0 255
1 52 0 0 255
1 53 0 0 255
1 54 0 0 255
1 55 0 0 255
1 56 0 0 255
1 57 0 0 255
1 58 0 0 255
1 59 0 0 255
1 60 0 0 255
1 61 0 0 255
1 62 0 0 255
1 63 0 0 255
1 64 0 0 255
1 65 0 0 255
1 66 0 0 255
1 67 0 0 255
1 68 0 0 255
1 69 0 0 255
1 70 0 0 255
1 71 0 0 255
1 72 0 0 255
1 73 0 0 255
1 74 0 0 255
1 75 0 0 255
1 76 0 0 255
1 77 0 0 255
1 78 0 0 255
1 79 0 0 255
1 80 0 0 255
1 81 0 0 255
1 82 0 0 255
1 83 0 0 255
1 84 0 0 255
1 85 0 0 255
1 86 0 0 255
1 87 0 0 255
1 88 0 0 255
1 89 0 0 255
1 90 0 0 255
1 91 0 0 255
1 92 0 0 255
1 93 0 0 255
1 94 0 0 255
1 95 0 0 255
1 96 0 0 255
1 97 0 0 255
1 98 0 0 255
1 99 0 0 255
1 100 0 0 255
1 101 0 0 255
1 102 0 0 255
1 103 0 0 255
1 104 0 0 255
1 105 0 0 255
1 106 0 0 255
1 107 0 0 255
1 108 0 0 255
1 109 0 0 255
1 110 0 0 255
1 111 0 0 255
1 112 0 0 255
1 113 0 0 255
1 114 0 0 255
1 115 0 0 255
1 116 0 0 255
1 117 0 0 255
1 118 0 0 255
1 119 0 0 255
1 120 0 0 255
1 121 0 0 255
1 122 0 0 255
1 123 0 0 255
1 124 0 0 255
1 125 0 0 255
1 126 0 0 255
1 127 0 0 255
1 128 0 0 255
2 1 0 1 255
2 2 0 1 255
2 3 0 2 255
2 4 0 2 255
2 5 0 3 255
2 6 0 3 255
2 7 0 3 255
2 8 0 4 255
2 9 0 4 255
2 10 0 4 255
2 11 0 4 255
2 12 0 4 255
2 13 0 4 255
2 14 0 4 255
2 15 0 4 255
2 16 0 4 255
2 17 0 4 255
2 18 0 4 255
2 19 0 4 255
2 20 0 4 255
2 21 0 4 255
2 22 0 4 255
2 23 0 3 255
2 24 0 3 255
2 25 0 3 255
2 26 0 3 255
2 27 0 2 255
2 28 0 2 255
2 29 0 2 255
2 30 0 2 255
2 31 0 2 255
2 32 0 1 255
2 33 0 1 255
2 34 0 1 255
2 35 0 1 255
2 36 0 1 255
2 37 0 1 255
2 38 0 1 255
2 39 0 0 255
2 40 0 0 255
2 41 0 0 255
2 42 0 0 255
2 43 0 0 255
2 44 0 0 255
2 45 0 0 255
2 46 0 0 255
2 47 0 0 255
2 48 0 0 255
2 49 0 0 255
2 50 0 0 255
2 51 0 0 255
2 52 0 0 255
2 53 0 0 255
2 54 0 0 255
2 55 0 0 255
2 56 0 0 255
2 57 0 0 255
2 58 0 0 255
2 59 0 0 255
2 60 0 0 255
2 61 0 0 255
2 62 0 0 255
2 63 0 0 255
2 64 0 0 255
2 65 0 0 255
2 66 0 0 255
2 67 0 0 255
2 68 0 0 255
2 69 0 0 255
2 70 0 0 255
2 71 0 0 255
2 72 0 0 255
2 73 0 0 255
2 74 0 0 255
2 75 0 0 255
2 76 0 0 255
2 77 0 0 255
2 78 0 0 255
2 79 0 0 255
2 80 0 0 255
2 81 0 0 255
2 82 0 0 255
2 83 0 0 255
2 84 0 0 255
2 85 0 0 255
2 86 0 0 255
2 87 0 0 255
2 88 0 0 255
2 89 0 0 255
2 90 0 0 255
2 91 0 0 255
2 92 0 0 255
2 93 0 0 255
2 94 0 0 255
2 95 0 0 255
2 96 0 0 255
2 97 0 0 255
2 98 0 0 255
2 99 0 0 255
2 100 0 0 255
2 101 0 0 255
2 102 0 0 255
2 103 0 0 255
2 104 0 0 255
2 105 0 0 255
2 106 0 0 255
2 107 0 0 255
2 108 0 0 255
2 109 0 0 255
2 110 0 0 255
2 111 0 0 255
2 112 0 0 255
2 113 0 0 255
2 114 0 0 255
2 115 0 0 255
2 116 0 0 255
2 117 0 0 255
2 118 0 0 255
2 119 0 0 255
2 120 0 0 255
2 121 0 0 255
2 122 0 0 255
2 123 0 0 255
2 124 0 0 255
2 125 0 0 255
2 126 0 0 255
2 127 0 0 255
2 128 0 0 255
3 1 0 2 255
3 2 0 2 255
3 3 0 2 255
3 4 0 3 255
3 5 0 3 255
3 6 0 3 255
3 7 0 4 255
3 8 0 4 255
3 9 0 4 255
3 10 0 5 255
3 11 0 5 255
3 12 0 5 255
3 13 0 5 255
3 14 0 5 255
3 15 0 5 255
3 16 0 5 255
3 17 0 5 255
3 18 0 5 255
3 19 0 4 255
3 20 0 4 255
3 21 0 4 255
3 22 0 4 255
3 23 0 4 255
3 24 0 3 255
3 25 0 3 255
3 26 0 3 255
3 27 0 3 255
3 28 0 3 255
3 29 0 2 255
3 30 0 2 255
3 31 0 2 255
3 32 0 2 255
3 33 0 1 255
3 34 0 1 255
3 35 0 1 255
3 36 0 1 255
3 37 0 1 255
3 38 0 1 255
3 39 0 1 255
3 40 0 0 255
3 41 0 0 255
3 42 0 0 255
3 43 0 0 255
3 44 0 0 255
3 45 0 0 255
3 46 0 0 255
3 47 0 0 255
3 48 0 0 255
3 49 0 0 255
3 50 0 0 255
3 51 0 0 255
3 52 0 0 255
3 53 0 0 255
3 54 0 0 255
3 55 0 0 255
3 56 0 0 255
3 57 0 0 255
3 58 0 0 255
3 59 0 0 255
3 60 0 0 255
3 61 0 0 255
3 62 0 0 255
3 63 0 0 255
3 64 0 0 255
3 65 0 0 255
3 66 0 0 255
3 67 0 0 255
3 68 0 0 255
3 69 0 0 255
3 70 0 0 255
3 71 0 0 255
3 72 0 0 255
3 73 0 0 255
3 74 0 0 255
3 75 0 0 255
3 76 0 0 255
3 77 0 0 255
3 78 0 0 255
3 79 0 0 255
3 80 0 0 255
3 81 0 0 255
3 82 0 0 255
3 83 0 0 255
3 84 0 0 255
3 85 0 0 255
3 86 0 0 255
3 87 0 0 255
3 88 0 0 255
3 89 0 0 255
3 90 0 0 255
3 91 0 0 255
3 92 0 0 255
3 93 0 0 255
3 94 0 0 255
3 95 0 0 255
3 96 0 0 255
3 97 0 0 255
3 98 0 0 255
3 99 0 0 255
3 100 0 0 255
3 101 0 0 255
3 102 0 0 255
3 103 0 0 255
3 104 0 0 255
3 105 0 0 255
3 106 0 0 255
3 107 0 0 255
3 108 0 0 255
3 109 0 0 255
3 110 0 0 255
3 111 0 0 255
3 112 0 0 255
3 113 0 0 255
3 114 0 0 255
3 115 0 0 255
3 116 0 0 255
3 117 0 0 255
3 118 0 0 255
3 119 0 0 255
3 120 0 0 255
3 121 0 0 255
3 122 0 0 255
3 123 0 0 255
3 124 0 0 255
3 125 0 0 255
3 126 0 0 255
3 127 0 0 255
3 128 0 0 255
4 1 0 2 255
4 2 0 3 255
4 3 0 3 255
4 4 0 3 255
4 5 0 4 255
4 6 0 4 255
4 7 0 4 255
4 8 0 5 255
4 9 0 5 255
4 10 0 5 255
4 11 0 5 255
4 12 0 5 255
4 13 0 5 255
4 14 0 5 255
4 15 0 5 255
4 16 0 5 255
4 17 0 5 255
4 18 0 5 255
4 19 0 5 255
4 20 0 5 255
4 21 0 5 255
4 22 0 4 255
4 23 0 4 255
4 24 0 4 255
4 25 0 4 255
4 26 0 3 255
4 27 0 3 255
4 28 0 3 255
4 29 0 3 255
4 30 0 2 255
4 31 0 2 255
4 32 0 2 255
4 33 0 2 255
4 34 0 1 255
4 35 0 1 255
4 36 0 1 255
4 37 0 1 255
4 38 0 1 255
4 39 0 1 255
4 40 0 1 255
4 41 0 0 255
4 42 0 0 255
4 43 0 0 255
4 44 0 0 255
4 45 0 0 255
4 46 0 0 255
4 47 0 0 255
4 48 0 0 255
4 49 0 0 255
4 50 0 0 255
4 51 0 0 255
4 52 0 0 255
4 53 0 0 255
4 54 0 0 255
4 55 0 0 255
4 56 0 0 255
4 57 0 0 255
4 58 0 0 255
4 59 0 0 255
4 60 0 0 255
4 61 0 0 255
4 62 0 0 255
4 63 0 0 255
4 64 0 0 255
4 65 0 0 255
